name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
Zabka,9470699,445741,421977,Town Centre,Pontefract,West Yorkshire,WF8 1NX,Wakefield District,Zabka,Convenience Stores
Subway,1020018,426922,439239,Otley Road,Leeds,West Yorkshire,LS16 8AA,Leeds District,Subway,Takeaways
Sweets 'n ' Treats,9470663,389047,440105,Town Centre,Colne,Lancashire,BB8 0HX,Pendle District,,Speciality Outlets
Olive & Rye,1020013,430198,433657,City Centre,Leeds,West Yorkshire,LS1 6LB,Leeds District,,Cafes
The Queen Crafthouse & Cantina,1020034,457653,403469,Town Centre,Doncaster,South Yorkshire,DN1 1LY,Doncaster District,,Restaurants
Pizza Napoli,1020018,458817,404729,Town Centre,Doncaster,South Yorkshire,DN2 4BD,Doncaster District,,Takeaways
The Queensbury Tavern,1020034,410395,430273,,Bradford,West Yorkshire,BD13 2PE,Bradford District,,Restaurants
Subway,1020018,385847,438431,Scotland Road,Nelson,Lancashire,BB9 7YL,Pendle District,Subway,Takeaways
Edc the Eat & Drink Co.,1020013,448516,422601,Town Centre,Knottingley,West Yorkshire,WF11 0AF,Wakefield District,EDC The Eat & Drink Co.,Cafes
Sylva,1020034,432616,436956,Lidgett Park,Leeds,West Yorkshire,LS8 1DF,Leeds District,,Restaurants
Ocean Lounge,1020034,431091,434252,Harehills,Leeds,West Yorkshire,LS9 7LY,Leeds District,,Restaurants
Ice Scoop Gelato,1020018,432073,435941,Oakwood,Leeds,West Yorkshire,LS8 5NA,Leeds District,,Takeaways
Bfc,1020018,432331,434953,Harehills,Leeds,West Yorkshire,LS9 7BD,Leeds District,,Takeaways
James Martin Kitchen,1020018,384846,397848,City Centre,Manchester,Greater Manchester,M1,Manchester District,,Takeaways
Chez Mal Brasserie,1020034,384602,398079,City Centre,Manchester,Greater Manchester,M1 1LZ,Manchester District,Malmaison Brasserie,Restaurants
Veeno,1020034,429452,433321,Wellington Place,Leeds,West Yorkshire,LS1 4AP,Leeds District,Veeno,Restaurants
Chinese Kitchen,1020018,432506,434348,Harehills,Leeds,West Yorkshire,LS9 6EJ,Leeds District,,Takeaways
Chick Corner,1020018,394089,399114,Old Street,Ashton-under-Lyne,Greater Manchester,OL6 6LB,Tameside District,,Takeaways
Mr Pretzels,9470661,416571,433157,Petergate Mall,Bradford,West Yorkshire,BD1 1JR,Bradford District,Mr Pretzels,Takeaways
Costa Coffee,1020013,461383,432298,Town Centre,Selby,North Yorkshire,YO8 4JS,Selby District,Costa,Cafes
Fultons Foods,9470667,434612,409304,,Barnsley,South Yorkshire,S71 3AB,Barnsley District,Fultons Foods,Speciality Outlets
Fultons Foods,9470667,462554,404729,Church Street,Doncaster,South Yorkshire,DN3 3AH,Doncaster District,Fultons Foods,Speciality Outlets
Eastern,1020018,389272,413684,Town Centre,Rochdale,Greater Manchester,OL12 6PE,Rochdale District,,Takeaways
The Reed,1020034,389697,413595,Town Centre,Rochdale,Greater Manchester,OL16,Rochdale District,,Restaurants
Banyan,1020034,383957,398734,City Centre,Manchester,Greater Manchester,M4 3TR,Manchester District,Banyan,Restaurants
Headrow House Beer Hall,1020034,430313,433704,City Centre,Leeds,West Yorkshire,LS1 6PU,Leeds District,,Restaurants
Wrapchic,1020018,416571,433157,Charles Street Mall,Bradford,West Yorkshire,BD1 1US,Bradford District,Wrapchic,Takeaways
Subway,1020018,416571,433157,Food Court,Bradford,West Yorkshire,BD1 1US,Bradford District,Subway,Takeaways
Mooboo,1020013,416571,433157,Town Centre,Bradford,West Yorkshire,BD1 1HA,Bradford District,Mooboo,Cafes
K F C Ltd,1020018,416571,433157,Food Court,Bradford,West Yorkshire,BD1 1US,Bradford District,K F C,Takeaways
Taco Bell,1020018,416571,433157,Food Court,Bradford,West Yorkshire,BD1 1US,Bradford District,Taco Bell,Takeaways
Hasty Tasty,1020018,384162,398538,City Centre,Manchester,Greater Manchester,M4 3AB,Manchester District,Hasty Tasty,Takeaways
Sparkles Cakes,7400524,389068,402775,Moston,Manchester,Greater Manchester,M40 3PA,Oldham District,,Speciality Outlets
Waterside Coffee,1020013,384962,398501,Redhill Street,Manchester,Greater Manchester,M4 5BA,Manchester District,,Cafes
Subway,1020018,430149,433686,City Centre,Leeds,West Yorkshire,LS1 6JD,Leeds District,Subway,Takeaways
Caffe Nero,1020013,430212,433460,Albion Street,Leeds,West Yorkshire,LS1 5AT,Leeds District,Caffe Nero,Cafes
Gardeners Arms,1020034,388408,403174,,Manchester,Greater Manchester,M40 5RT,Manchester District,J.W.Lees,Restaurants
Chocstop Diner,1020018,385764,437703,Town Centre,Nelson,Lancashire,BB9 7EJ,Pendle District,,Takeaways
115 the Headrow,1020034,429999,433771,City Centre,Leeds,West Yorkshire,LS1 5RB,Leeds District,,Restaurants
Dj's Deli & Fast Food,1020018,430817,434123,City Centre,Leeds,West Yorkshire,LS2 7QJ,Leeds District,,Takeaways
The Royal - Amber Taverns,1020034,426354,428145,Station Road,"Morley, Leeds",West Yorkshire,LS27 8JW,Leeds District,Amber Taverns,Restaurants
Today's Local,9470699,456425,406935,Askern Road,"Bentley, Doncaster",South Yorkshire,DN5 0JR,Doncaster District,Today's Food Stores,Convenience Stores
The Flamin Chicken,1020018,389715,413358,South Parade,Rochdale,Greater Manchester,OL16 1LR,Rochdale District,The Flamin Chicken,Takeaways
Qfc,1020018,409333,424924,Town Centre,Halifax,West Yorkshire,HX1 1BX,Calderdale District,,Takeaways
Socialicious,1020013,433294,420913,Town Centre,Wakefield,West Yorkshire,WF1 1PN,Wakefield District,,Cafes
Bar B Que Base,1020018,424410,422892,Town Street,Batley,West Yorkshire,WF17 6BX,Kirklees District,,Takeaways
Swain Family Butcher,9470662,460421,451880,City Centre,York,North Yorkshire,YO1 7LA,York,,Speciality Outlets
Queensgate News,9470699,384670,434540,Colne Road,Burnley,Lancashire,BB10 1ED,Burnley District,,Convenience Stores
Advanced Sport Nutrition,9470672,459326,455322,Rawcliffe,York,North Yorkshire,YO30 4RA,York,,Speciality Outlets
Subway,1020018,416825,424115,Town Centre,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,Subway,Takeaways
Subway,1020018,417843,430648,Rooley Lane,Bradford,West Yorkshire,BD4 7SJ,Bradford District,Subway,Takeaways
Subway,1020018,418509,426611,Whitehall Road,Cleckheaton,West Yorkshire,BD19 6HG,Kirklees District,Subway,Takeaways
Tatra Store,9470669,427197,433553,Bramley,Leeds,West Yorkshire,LS12 3AQ,Leeds District,,Speciality Outlets
Aroma Spice,1020018,386352,404050,Higher Blackley,Manchester,Greater Manchester,M9 6FR,Manchester District,,Takeaways
Bubbleology,1020013,430187,433446,Albion Street,Leeds,West Yorkshire,LS1 5AT,Leeds District,Bubbleology,Cafes
Castle Parade Store,9470699,443671,424666,Front Street,Castleford,West Yorkshire,WF10 4QE,Wakefield District,,Convenience Stores
Only Food and Sauces,1020018,430113,431529,Beeston,Leeds,West Yorkshire,LS11 5NW,Leeds District,,Takeaways
Cafe Denero's,1020018,428675,437050,Headingley,Leeds,West Yorkshire,LS6 4HY,Leeds District,,Takeaways
Hecky Local,9470699,421557,423444,Town Centre,Heckmondwike,West Yorkshire,WF16 0EZ,Kirklees District,,Convenience Stores
E Cig,9470699,393752,399148,Town Centre,Ashton-under-Lyne,Greater Manchester,OL6 7JH,Tameside District,,Convenience Stores
Chopsticks,1020018,429436,431350,Beeston,Leeds,West Yorkshire,LS11 6AY,Leeds District,,Takeaways
Cigara,9470699,457490,403236,Priory Walk,Doncaster,South Yorkshire,DN1 1TS,Doncaster District,Cigara,Convenience Stores
Cane & Grain,1020034,384409,398616,Northern Quarter,Manchester,Greater Manchester,M4 1NA,Manchester District,,Restaurants
The Wharfside,1020034,433614,419821,Town Centre,Wakefield,West Yorkshire,WF1 5RQ,Wakefield District,,Restaurants
One Stop,9470699,441107,424812,,Castleford,West Yorkshire,WF10 5NW,Wakefield District,Tesco One Stop,Convenience Stores
One Stop,9470699,386330,437765,,Nelson,Lancashire,BB9 9QL,Pendle District,Tesco One Stop,Convenience Stores
Bank Top Tavern,1020034,392253,404819,Town Centre,Oldham,Greater Manchester,OL8 1ES,Oldham District,J.W.Lees,Restaurants
Coffee Time,1020013,457205,403388,Town Centre,Doncaster,South Yorkshire,DN1 1SR,Doncaster District,,Cafes
No. 7 at the Rum Rooms,1020034,457692,403491,Town Centre,Doncaster,South Yorkshire,DN1 1LS,Doncaster District,,Restaurants
Home Farm Bakery,9470661,447158,411117,Hemsworth,Pontefract,West Yorkshire,WF9 2RN,Wakefield District,,Takeaways
Sugar Rush,9470669,447158,411117,Hemsworth,Pontefract,West Yorkshire,WF9 2RN,Wakefield District,,Speciality Outlets
Nick & Lisa's Cafe,1020013,447213,411152,Hemsworth,Pontefract,West Yorkshire,WF9 2SG,Wakefield District,,Cafes
Wasabi,1020018,430051,433505,Albion Street,Leeds,West Yorkshire,LS1 5AT,Leeds District,Wasabi,Takeaways
Newsagent,9470699,430119,434099,Woodhouse,Leeds,West Yorkshire,LS2 8NG,Leeds District,,Convenience Stores
Juici Sushi,1020018,429887,432897,Beeston,Leeds,West Yorkshire,LS11,Leeds District,,Takeaways
Mr Juice,1020013,433330,420711,Town Centre,Wakefield,West Yorkshire,WF1 1DS,Wakefield District,,Cafes
Ramzey's,1020018,434231,419662,Town Centre,Wakefield,West Yorkshire,WF1 5DX,Wakefield District,,Takeaways
Frurt,1020018,383932,397550,Whitworth Street West,Manchester,Greater Manchester,M1 5BD,Manchester District,,Takeaways
The Jovial Hatters,1020034,389017,440142,Town Centre,Colne,Lancashire,BB8 9HZ,Pendle District,,Restaurants
Taste Eatery,1020013,457624,403003,Town Centre,Doncaster,South Yorkshire,DN1 3JU,Doncaster District,,Cafes
Ben & Jerry's,1020018,409315,425424,Town Centre,Halifax,West Yorkshire,HX1 1YA,Calderdale District,Ben & Jerry's,Takeaways
Rola Wala,1020018,430013,433498,Trinity Kitchen,Leeds,West Yorkshire,LS1 5AT,Leeds District,,Takeaways
Chopstix Noodle Bar,1020018,430135,434095,Woodhouse,Leeds,West Yorkshire,LS2 8NG,Leeds District,Chopstix Noodle Bar,Takeaways
Tortilla,1020018,430036,433504,Albion Street,Leeds,West Yorkshire,LS1 5AT,Leeds District,Tortilla,Takeaways
Ben & Jerry's,1020018,415570,417668,Town Centre,Huddersfield,West Yorkshire,HD1 6PG,Kirklees District,Ben & Jerry's,Takeaways
Arizona Fried Chicken,1020018,389976,413130,Town Centre,Rochdale,Greater Manchester,OL16 1UA,Rochdale District,,Takeaways
The Picture House,1020034,426477,427606,Queen Street,"Morley, Leeds",West Yorkshire,LS27 8HE,Leeds District,Wetherspoon,Restaurants
Subway,1020018,425078,433317,,Leeds,West Yorkshire,LS13,Leeds District,Subway,Takeaways
Predator Nutrition,9470672,430024,433845,City Centre,Leeds,West Yorkshire,LS1 8TL,Leeds District,,Speciality Outlets
Burger King Ltd,1020018,406176,441123,,Keighley,West Yorkshire,BD21 3QQ,Bradford District,Burger King,Takeaways
Roast & Conch,1020034,430143,433454,City Centre,Leeds,West Yorkshire,LS1 5AA,Leeds District,Hotel Chocolat Restaurants,Restaurants
Burger King Ltd,1020018,430144,433703,City Centre,Leeds,West Yorkshire,LS1 6JE,Leeds District,Burger King,Takeaways
De Nicos,1020013,430189,433862,Woodhouse,Leeds,West Yorkshire,LS2 8JE,Leeds District,,Cafes
Falafil,1020013,384348,397125,City Centre,Manchester,Greater Manchester,M1 7DU,Manchester District,,Cafes
Subway,1020018,417519,433426,Barkerend Road,Bradford,West Yorkshire,BD3 9DB,Bradford District,Subway,Takeaways
Jinja's Express,1020018,433231,421167,Town Centre,Wakefield,West Yorkshire,WF1 3AQ,Wakefield District,,Takeaways
Farmfoods Ltd,9470667,386012,437806,,Nelson,Lancashire,BB9 8EP,Pendle District,Farmfoods,Speciality Outlets
Camden Food Co,1020018,422425,441512,Yeadon,Leeds,West Yorkshire,LS19 7TU,Leeds District,Camden Food Co,Takeaways
Subway,1020018,398902,451549,Swadford Street,Skipton,North Yorkshire,BD23 1RD,Craven District,Subway,Takeaways
Trinity News,9470699,430003,433454,Albion Street,Leeds,West Yorkshire,LS1 5AT,Leeds District,,Convenience Stores
Peggy Annes Sweet Emporium,9470663,443835,424227,Glasshaughton,Castleford,West Yorkshire,WF10 4SB,Wakefield District,,Speciality Outlets
Rio's Kebab & Pizza,1020018,434418,406259,Town Centre,Barnsley,South Yorkshire,S70 1SS,Barnsley District,,Takeaways
Bettys,1020013,428128,454110,,Harrogate,North Yorkshire,HG3 1QB,Harrogate District,Bettys,Cafes
The Swan,1020034,430997,455825,Devonshire Place,Harrogate,North Yorkshire,HG1 4AA,Harrogate District,Market Town Taverns,Restaurants
The Alchemist,1020034,430134,433418,Albion Street,Leeds,West Yorkshire,LS1 5AT,Leeds District,The Alchemist,Restaurants
Spar Store,9470699,428005,433623,Bramley,Leeds,West Yorkshire,LS12 2QN,Leeds District,Spar,Convenience Stores
Costa Coffee,1020013,383903,398153,City Centre,Manchester,Greater Manchester,M2 4HH,Manchester District,Costa,Cafes
Annies,1020034,383843,398442,City Centre,Manchester,Greater Manchester,M2 7PE,Manchester District,,Restaurants
Terrace,1020034,384394,398628,Northern Quarter,Manchester,Greater Manchester,M4 1NA,Manchester District,,Restaurants
Crepeaffaire,1020013,430065,433451,Albion Street,Leeds,West Yorkshire,LS1 5AT,Leeds District,Crepeaffaire,Cafes
Remaas,1020018,383385,399827,Broughton Lane,Manchester,Greater Manchester,M8 9TY,Manchester District,,Takeaways
The Junction,1020034,442833,419952,Town Centre,Pontefract,West Yorkshire,WF7 5AA,Wakefield District,,Restaurants
Best-One,9470699,416893,433212,Town Centre,Bradford,West Yorkshire,BD1 5BD,Bradford District,Best-One,Convenience Stores
Cafe Thorntons,1020013,458880,401584,Hyde Park,Doncaster,South Yorkshire,DN4 5JH,Doncaster District,Cafe Thorntons,Cafes
Londis,9470699,455776,413136,Avenue Road,"Askern, Doncaster",South Yorkshire,DN6 0AP,Doncaster District,Londis,Convenience Stores
Marsh Mini Market,9470669,412872,417241,Town Centre,Huddersfield,West Yorkshire,HD1 4LF,Kirklees District,,Speciality Outlets
Krakow,9470665,393771,398881,Town Centre,Ashton-under-Lyne,Greater Manchester,OL6 7QB,Tameside District,,Speciality Outlets
Slice,1020018,384565,398497,Stevenson Square,Manchester,Greater Manchester,M1 1DN,Manchester District,,Takeaways
The Alma,1020034,451153,398605,Town Centre,Doncaster,South Yorkshire,DN12 3JH,Doncaster District,,Restaurants
Roma Pizzeria,1020018,451084,398608,Town Centre,Doncaster,South Yorkshire,DN12 3HR,Doncaster District,,Takeaways
Boy & Barrel Inn,1020034,414673,416779,Town Centre,Huddersfield,West Yorkshire,HD1 1QF,Kirklees District,,Restaurants
Mace,9470699,433433,410592,Wakefield Road,"Staincross, Barnsley",South Yorkshire,S75 6JX,Barnsley District,Mace,Convenience Stores
Mace,9470699,411920,436992,Bradford Old Road,Bingley,West Yorkshire,BD16 1SA,Bradford District,Mace,Convenience Stores
Charlotte's Sandwich Bar,1020018,430172,433956,Woodhouse,Leeds,West Yorkshire,LS2 8DB,Leeds District,,Takeaways
Olivers Bar,1020034,393882,399112,Town Centre,Ashton-under-Lyne,Greater Manchester,OL6 6BU,Tameside District,,Restaurants
Crumbs Cafe,1020013,434379,406790,Church Street,Barnsley,South Yorkshire,S70,Barnsley District,,Cafes
One Stop,9470699,426491,433226,Whingate,Leeds,West Yorkshire,LS12 3BL,Leeds District,Tesco One Stop,Convenience Stores
Sachas Wave Bar,1020034,384376,398408,Northern Quarter,Manchester,Greater Manchester,M4 1SH,Manchester District,,Restaurants
The New Inn,1020034,436449,441829,,Leeds,West Yorkshire,LS14 3AT,Leeds District,Vintage Inns,Restaurants
Asquith's,1020034,426420,427857,Morley,Leeds,West Yorkshire,LS27 8AG,Leeds District,,Restaurants
Global Tribe Cafe,1020013,430202,433708,City Centre,Leeds,West Yorkshire,LS1 6LG,Leeds District,,Cafes
Hula,1020034,384632,398452,City Centre,Manchester,Greater Manchester,M1 1DB,Manchester District,,Restaurants
The Green,1020034,384827,398126,Ducie Street,Manchester,Greater Manchester,M1 2DQ,Manchester District,,Restaurants
Wing Yip,9470699,384863,398879,Northern Quarter,Manchester,Greater Manchester,M4 6AG,Manchester District,,Convenience Stores
Fultons Foods,9470667,424688,435129,Bramley Centre,Leeds,West Yorkshire,LS13 2ET,Leeds District,Fultons Foods,Speciality Outlets
Chai Latte,1020013,384568,398491,City Centre,Manchester,Greater Manchester,M1 1DN,Manchester District,,Cafes
Intermission Cafe,1020013,416152,432724,Town Centre,Bradford,West Yorkshire,BD1 1NN,Bradford District,,Cafes
The New Inn,1020034,421163,441214,Yeadon,Leeds,West Yorkshire,LS19 7SU,Leeds District,,Restaurants
Tang's Delight,1020018,478745,471628,Castlegate,Malton,North Yorkshire,YO17 7DT,Ryedale District,,Takeaways
Dixy Chicken,1020018,385756,437704,Town Centre,Nelson,Lancashire,BB9 7EJ,Pendle District,Dixy Chicken,Takeaways
Lahori Badsha,1020018,384233,399720,Moston,Manchester,Greater Manchester,M8 8PZ,Manchester District,,Takeaways
Magic Muffin,1020013,386516,399216,Broxton Street,Manchester,Greater Manchester,M40 7BN,Manchester District,,Cafes
Umer Halal Meat & Poultry,9470662,429444,431350,Churwell,Leeds,West Yorkshire,LS11 8BB,Leeds District,,Speciality Outlets
Mother Hubbard's,1020020,414247,433452,Town Centre,Bradford,West Yorkshire,BD8 9AP,Bradford District,Mother Hubbard's,Takeaways
The Stone Roses Bar,1020034,430223,433281,City Centre,Leeds,West Yorkshire,LS1 6ER,Leeds District,,Restaurants
Papa Don's,1020018,405988,440984,Town Centre,Keighley,West Yorkshire,BD21 5HS,Bradford District,,Takeaways
Farmfoods Ltd,9470667,431605,419694,Town Centre,Wakefield,West Yorkshire,WF2 8ES,Wakefield District,Farmfoods,Speciality Outlets
Costcutter,9470699,444555,410842,,Pontefract,West Yorkshire,WF9 3HG,Wakefield District,Costcutter,Convenience Stores
Leeds City Art Gallery Shop & Cafe,1020013,429861,433855,City Centre,Leeds,West Yorkshire,LS1 5JW,Leeds District,,Cafes
Market,9470705,385717,410772,Town Centre,Heywood,Greater Manchester,OL10 4HQ,Rochdale District,,Speciality Outlets
Vahe Bar,1020034,460488,452144,City Centre,York,North Yorkshire,YO1 7LS,York,,Restaurants
Best-One,9470699,388800,398332,Ashton New Road,Manchester,Greater Manchester,M11 4PA,Manchester District,Best-One,Convenience Stores
Sing-Kee,9470699,416103,433490,Town Centre,Bradford,West Yorkshire,BD1 3JH,Bradford District,,Convenience Stores
Albert Square Stores,9470699,421149,441230,Albert Square,Leeds,West Yorkshire,LS19 7SS,Leeds District,,Convenience Stores
The Chicken Shop,1020018,422519,433508,Lowtown,Pudsey,West Yorkshire,LS28 7DF,Leeds District,,Takeaways
The Crazy Chef,1020018,404207,446225,Town Centre,Keighley,West Yorkshire,BD20 0AL,Bradford District,,Takeaways
Y & S / Heywood Advertiser,9470699,385486,410796,Town Centre,Heywood,Greater Manchester,OL10,Rochdale District,,Convenience Stores
The Robin Hood,1020034,404177,446240,Kirkgate,"Silsden, Keighley",West Yorkshire,BD20 0AJ,Bradford District,,Restaurants
Hey Little Cupcake,9470661,383481,398092,City Centre,Manchester,Greater Manchester,M3 3HF,Manchester District,,Takeaways
Cafe Vie,1020013,427981,420418,Town Centre,Ossett,West Yorkshire,WF5 8BH,Wakefield District,,Cafes
Cafe Latte & Sandwich Bar,1020013,427886,420532,Town Centre,Ossett,West Yorkshire,WF5 9BN,Wakefield District,,Cafes
Lotus Chop Suey House,1020018,419160,441902,Guiseley,Leeds,West Yorkshire,LS20 8AW,Leeds District,,Takeaways
The Fat Badger,1020034,429867,455268,,Harrogate,North Yorkshire,HG2 0NF,Harrogate District,,Restaurants
