PU_ID,pcd,oseast1m,osnrth1m,msoa01,lat,long,cls_Sup,cls_Tway,cls_ConSt,cls_Spec,mean3_Sup,mean3_Tway,mean5_ConSt,Spec_ct400,mean5_Sup,mean5_Tway,ConSt_ct800,Spec_ct1600,Sup_ct400,Sup_ct800,Sup_ct1000,Sup_ct1600,Sup_ct2000,Tway_ct400,Tway_ct800,Tway_ct1000,Tway_ct1600,Tway_ct2000,mean3_ConSt,ConSt_ct400,ConSt_ct1000,ConSt_ct1600,ConSt_ct2000,mean3_Spec,mean5_Spec,Spec_ct800,Spec_ct1000,Spec_ct2000
150,BD4 0PL,419363,430927,E02002234,53.774324,-1.70768,1.0320721873977614,0.44114056716652117,0.4502010661915407,0.4004616585891788,1.3269451946466946,0.5100512716880394,1.0015415154923404,0,1.3269451946466946,0.5955189041792103,3,13,0,0,0,1,2,0,16,21,39,45,0.5792423010249813,0,3,4,5,0.5423227068402932,0.6407673843439228,4,9,14
151,BD4 0PN,419672,430992,E02002234,53.774897,-1.702988,1.063994830814511,0.6601431662904645,0.6562202374203343,0.32649523733127134,1.5004534908180047,0.6882941011513738,1.2281814773862998,1,1.5004534908180047,0.7758907333845081,2,11,0,0,0,1,2,0,3,14,32,43,0.7786120977211153,0,3,3,6,0.6381163295723549,0.7699010534344309,2,5,15
152,BD4 0PQ,419375,430855,E02002234,53.773677,-1.707503,0.959414925879309,0.3783186487605389,0.38490648214858636,0.4621886411412512,1.292492286862931,0.5354713099720033,0.9578416875620439,0,1.292492286862931,0.5853200235917605,3,12,0,0,1,1,2,1,17,21,33,44,0.5141364383746786,1,3,4,6,0.5662745229359857,0.6276456596454519,5,9,15
153,BD4 0PW,419617,431095,E02002234,53.775825,-1.703816,1.166034733616456,0.5937305786297351,0.7074666069857997,0.21004080555930532,1.5334483059090085,0.6351238751460767,1.083057564578262,1,1.5334483059090085,0.7705783451764168,1,12,0,0,0,1,2,0,3,12,36,43,0.8342602958668823,0,3,3,4,0.5884115155980371,0.7509416623876021,2,4,15
154,BD4 0QE,419372,430364,E02002234,53.769264,-1.707579,0.5037271086610289,0.20862646045025066,0.16200308639035246,0.22019309707617993,1.0777451257437458,0.2142502344092655,0.7364353388521611,4,1.0777451257437458,0.21639184798633082,3,10,0,1,1,1,2,12,15,20,28,35,0.19692921560618445,3,3,6,8,0.2818308483315116,0.4322674514542737,4,8,13
155,BD4 0QF,419901,430880,E02002234,53.773882,-1.69952,0.989962625557147,0.7737454361739395,0.7604340865584605,0.5482779769423614,0.989962625557147,0.887776522942303,1.2066608877247242,0,0.989962625557147,0.9121473333491324,1,10,0,0,1,1,1,0,1,11,25,40,0.8650948696181957,0,3,3,6,0.8085663919768141,0.8995094543079203,1,3,15
156,BD4 0QQ,419821,430942,E02002234,53.774442,-1.70073,1.0315977898386561,0.739114334863017,0.7293668487119496,0.4490954686923557,1.0315977898386561,0.815364054581006,1.232039575149304,0,1.0315977898386561,0.8681528577615347,1,10,0,0,0,1,1,0,1,11,25,42,0.8422242251620593,0,3,3,7,0.7414387696472818,0.8535970561607402,1,3,15
157,BD4 0QU,419852,430951,E02002234,53.774522,-1.700259,1.0466900209708698,0.7695869021754463,0.7594116143436311,0.462823011528173,1.0466900209708698,0.8398215390195671,1.2448205523457048,0,1.0466900209708698,0.8927351479037539,1,10,0,0,0,1,1,0,1,11,25,41,0.8712220415748341,0,3,3,6,0.7621045483121782,0.8770829441393927,1,3,15
158,BD4 0QW,419899,430810,E02002234,53.773252,-1.699555,0.9223285748582226,0.7408981036552867,0.7254157428674953,0.6010323951335805,0.9223285748582226,0.840607242219796,1.1606021907618482,0,0.9223285748582226,0.86388292828375,1,10,0,0,1,1,1,0,1,13,25,40,0.8245354445578453,0,3,3,6,0.8207559821178447,0.8879165605658329,1,4,14
159,BD4 0QX,419828,431059,E02002234,53.775493,-1.700617,1.1479128886810184,0.7971455325095914,0.8118189453320241,0.37194561430403617,1.1479128886810184,0.8075893143204091,1.320649101814252,1,1.1479128886810184,0.9035839240009962,0,11,0,0,0,1,1,0,1,3,27,42,0.9299377561818658,0,2,3,5,0.7342158555506432,0.8861959442173309,2,2,15
160,BD4 0QY,419891,431009,E02002234,53.775041,-1.699664,1.1120364202668904,0.8352011733708233,0.8258480489775344,0.4523745571979135,1.1120364202668904,0.8656106611442091,1.295216233638003,0,1.1120364202668904,0.9361634470565379,0,10,0,0,0,1,1,0,0,3,23,41,0.9389334590033399,0,2,3,5,0.785046568943204,0.9182724101862325,1,2,15
161,BD4 0QZ,419764,430953,E02002234,53.774543,-1.701594,1.0332569864269006,0.7006425622241343,0.6926831887666973,0.4060344074090339,1.0332569864269006,0.7668678119817536,1.2296917858110743,0,1.0332569864269006,0.829709408962414,2,11,0,0,0,1,1,0,2,14,26,43,0.8090420678341022,0,3,3,7,0.7012547742173032,0.8176943951181016,2,5,15
162,BD4 0RA,419500,431900,E02002234,53.783064,-1.705541,1.975023291001906,0.6184454785993901,1.43054989427143,0.612518032387618,1.975023291001906,0.6275779601074659,1.5585255658349662,0,1.975023291001906,0.6543861103952986,0,10,0,0,0,0,1,0,5,12,33,91,1.5585255658349662,0,0,2,3,0.6663422260878936,0.7402497428762528,4,7,28
163,BD4 0RB,419512,431883,E02002234,53.782926,-1.705363,1.957322661187981,0.6222877148072264,1.4160176552571653,0.594956418571982,1.957322661187981,0.6279514574263536,1.5441640971039878,0,1.957322661187981,0.662445135226314,0,9,0,0,0,0,1,0,5,12,32,90,1.5441640971039878,0,0,2,3,0.6622012189738842,0.7417291421025496,4,7,28
164,BD4 0RD,419556,431906,E02002234,53.783116,-1.70469,1.9782388632316372,0.6687847187249422,1.4473689923443849,0.617846858048174,1.9782388632316372,0.6735189530450416,1.5758918237767938,0,1.9782388632316372,0.6970092010534011,0,9,0,0,0,0,1,0,5,9,32,88,1.5758918237767938,0,0,2,3,0.6998071742588942,0.7801395255589506,4,4,28
165,BD4 0RG,419778,431615,E02002234,53.780492,-1.70134,1.6928378540191025,0.7042911329840807,1.2422117371849295,0.40682372103898473,1.6928378540191025,0.7825236182817934,1.3707370023279073,0,1.6928378540191025,0.9027228012709979,0,10,0,0,0,0,1,0,2,3,31,59,1.3707370023279073,0,0,3,3,0.7174263378353888,0.8786539413926053,2,2,17
166,BD4 0RH,419878,431111,E02002234,53.775974,-1.699858,1.2085644376697504,0.8230340211680195,0.8839242048954198,0.3859398139606848,1.2085644376697504,0.8485065638282984,1.3698121427320489,1,1.2085644376697504,0.9566127181188383,0,11,0,0,0,1,1,0,0,3,25,41,1.0019796540365644,0,2,3,5,0.7722366574984676,0.9376507390351444,1,2,15
167,BD4 0RQ,419737,431268,E02002234,53.777375,-1.701984,1.3435929443101433,0.6434757182675971,0.9177559588474488,0.20273909341812865,1.3435929443101433,0.7370988790267957,1.2813067961602995,1,1.3435929443101433,0.8762202789500979,0,13,0,0,0,1,1,0,2,3,35,43,1.0441102666596382,0,1,3,4,0.6343817248703925,0.8450380127003391,2,2,14
168,BD4 0SZ,419654,430823,E02002234,53.773379,-1.703272,0.8944383712699271,0.5340599217316349,0.5246046130182235,0.4803956078067354,1.397896218070264,0.681062092758219,1.1137434935134962,0,1.397896218070264,0.7111658204550293,3,11,0,0,1,1,2,0,11,17,27,43,0.6396493304857801,0,3,3,8,0.6675029150260915,0.7297987082520637,3,6,15
169,BD4 0TF,419782,430644,E02002234,53.771765,-1.701341,0.7318203331419536,0.5760425331518498,0.5561735340700779,0.6901022677835552,0.7318203331419536,0.6515668138524378,1.0335337295119487,0,0.7318203331419536,0.6706912197020325,3,12,0,1,1,1,1,0,11,14,25,34,0.6435025453597437,0,3,3,7,0.7212279324769175,0.7576174869616606,3,6,13
170,BD4 0TG,419807,430652,E02002234,53.771836,-1.700961,0.7453120151990038,0.6022242107388245,0.5824087911424415,0.6920644045173876,0.7453120151990038,0.6758078821004445,1.0442900879497408,0,0.7453120151990038,0.6948055736458757,3,12,0,1,1,1,1,0,10,13,25,34,0.6693784324104095,0,3,3,7,0.7378636798276167,0.7770165860586684,3,6,13
171,BD4 0TJ,419522,431587,E02002234,53.78025,-1.705226,1.661258559044919,0.4533100484216073,1.1290039858211307,0.29879615124696585,1.8171384888053708,0.5394814052504584,1.424342385873015,1,1.8171384888053708,0.6856088266846119,0,12,0,0,0,0,2,0,3,6,38,72,1.2578776916845404,0,0,3,4,0.521628129721078,0.6730677319608488,3,5,23
172,BD4 0TL,419417,431487,E02002234,53.779355,-1.706826,1.571955788182352,0.3222483514310042,1.0094181492325172,0.23107821186775107,1.7034429724456577,0.43874993058393796,1.298902990862796,2,1.7034429724456577,0.6040743558404542,0,13,0,0,0,1,2,2,4,7,42,66,1.1373216190328617,0,0,3,4,0.4363622084236602,0.5982964556311207,4,5,21
173,BD4 0TN,419453,431451,E02002234,53.77903,-1.706282,1.5318005744874232,0.34988569562072697,0.9808756292211567,0.1821525185112687,1.6923132459181867,0.474643432764663,1.2818345728594838,2,1.6923132459181867,0.6393941985122401,0,13,0,0,0,1,2,2,3,6,42,65,1.1093990358093955,0,1,3,4,0.4389951413315694,0.6193839280937935,4,5,21
174,BD4 0TP,419472,431397,E02002234,53.778544,-1.705997,1.4760555545100598,0.3650054794109261,0.9325502667416915,0.12561504686938793,1.6627366071036445,0.5017235913502752,1.2442975692573746,2,1.6627366071036445,0.6510001518868883,0,13,0,0,0,1,2,2,3,5,42,62,1.0614160008142781,0,1,3,4,0.42848014922293853,0.6330937799672854,3,4,19
175,BD4 0TQ,419841,430732,E02002234,53.772554,-1.70044,0.8312845481542406,0.657943766594076,0.6406527920800783,0.6349368000045416,0.8312845481542406,0.7484953601484955,1.0980336689053563,0,0.8312845481542406,0.7701759192269007,2,12,0,0,1,1,1,0,4,13,25,37,0.7353450033565188,0,3,3,7,0.7716421043703008,0.8278378488783054,1,6,14
176,BD4 0TW,419506,431393,E02002234,53.778507,-1.705481,1.4689097998175382,0.3990451102319135,0.9374870665774542,0.10852990371321314,1.6742248824044825,0.5340671822445765,1.2555142052285428,1,1.6742248824044825,0.6784485933064794,0,13,0,0,0,1,2,1,3,5,41,62,1.0666023708164616,0,1,3,4,0.44524317718502193,0.654024571668844,2,4,17
177,BD4 0YP,419654,430823,E02002234,53.773379,-1.703272,0.8944383712699271,0.5340599217316349,0.5246046130182235,0.4803956078067354,1.397896218070264,0.681062092758219,1.1137434935134962,0,1.397896218070264,0.7111658204550293,3,11,0,0,1,1,2,0,11,17,27,43,0.6396493304857801,0,3,3,8,0.6675029150260915,0.7297987082520637,3,6,15
178,BD4 0YR,419654,430823,E02002234,53.773379,-1.703272,0.8944383712699271,0.5340599217316349,0.5246046130182235,0.4803956078067354,1.397896218070264,0.681062092758219,1.1137434935134962,0,1.397896218070264,0.7111658204550293,3,11,0,0,1,1,2,0,11,17,27,43,0.6396493304857801,0,3,3,8,0.6675029150260915,0.7297987082520637,3,6,15
179,BD4 0YS,419800,430700,E02002234,53.772268,-1.701064,0.7903904098608484,0.6087405030060018,0.5908240008665863,0.6452893459526557,0.7903904098608484,0.6979001086928999,1.0690292157960335,0,0.7903904098608484,0.7191502723698845,3,12,0,1,1,1,1,0,9,15,25,36,0.6842985153878776,0,3,3,7,0.7406209760360185,0.7889908356353972,2,6,14
180,BD4 0YT,419654,430823,E02002234,53.773379,-1.703272,0.8944383712699271,0.5340599217316349,0.5246046130182235,0.4803956078067354,1.397896218070264,0.681062092758219,1.1137434935134962,0,1.397896218070264,0.7111658204550293,3,11,0,0,1,1,2,0,11,17,27,43,0.6396493304857801,0,3,3,8,0.6675029150260915,0.7297987082520637,3,6,15
181,BD4 0YU,419655,430815,E02002234,53.773307,-1.703257,0.8864744779180053,0.5302122216622321,0.5203777474104748,0.4883956797515748,1.3941773895468246,0.6757681004940067,1.1095865077528981,0,1.3941773895468246,0.7055021137705116,3,11,0,0,1,1,2,0,10,17,27,43,0.6347904407199252,0,3,3,8,0.6701571276962239,0.7292326269536731,3,6,15
182,BD4 0YY,419800,430700,E02002234,53.772268,-1.701064,0.7903904098608484,0.6087405030060018,0.5908240008665863,0.6452893459526557,0.7903904098608484,0.6979001086928999,1.0690292157960335,0,0.7903904098608484,0.7191502723698845,3,12,0,1,1,1,1,0,9,15,25,36,0.6842985153878776,0,3,3,7,0.7406209760360185,0.7889908356353972,2,6,14
183,BD4 0YZ,419654,430823,E02002234,53.773379,-1.703272,0.8944383712699271,0.5340599217316349,0.5246046130182235,0.4803956078067354,1.397896218070264,0.681062092758219,1.1137434935134962,0,1.397896218070264,0.7111658204550293,3,11,0,0,1,1,2,0,11,17,27,43,0.6396493304857801,0,3,3,8,0.6675029150260915,0.7297987082520637,3,6,15
184,BD4 9AA,418657,430852,E02002234,53.773676,-1.718397,0.9124273560125115,0.30450779957170226,0.6911584478250989,0.32897720285758403,1.1253343696606088,0.3270284492178369,0.832372240137706,2,1.1253343696606088,0.3636886894080836,3,15,0,0,1,2,2,3,19,28,40,46,0.7374857303976329,0,4,6,8,0.4058795480816937,0.5186300529824053,5,8,16
185,BD4 9AB,418569,430862,E02002234,53.773769,-1.719732,0.8274846705528658,0.23217450333746814,0.7568830821203496,0.2884614358974177,1.1186781479572754,0.27860931473654377,0.8495305767350116,2,1.1186781479572754,0.3255687851772006,2,16,0,0,1,2,2,4,18,26,41,45,0.77695749453467,0,4,8,8,0.380288312728192,0.5263230495004921,5,7,16
186,BD4 9AD,418612,430950,E02002234,53.774558,-1.719074,0.889685270193896,0.3211790777743781,0.7829361404354764,0.38640522770790775,1.164328041481261,0.3734619035062181,0.8970525192336091,1,1.164328041481261,0.41237212220080705,1,15,0,0,1,2,2,2,16,25,43,47,0.8115319224927892,0,4,8,8,0.41413245863248954,0.5378229042534408,4,7,17
187,BD4 9AE,418768,430891,E02002234,53.774022,-1.716711,1.0284302990480108,0.4219253488473998,0.6234115815414405,0.43499425283559784,1.1587320228485134,0.4351115293505505,0.8471282791050266,0,1.1587320228485134,0.4490166263793417,3,14,0,0,0,2,2,0,19,28,40,46,0.6871226582729162,0,4,6,8,0.4651797746319397,0.5301405791954008,5,9,16
188,BD4 9AF,418898,430943,E02002234,53.774485,-1.714735,1.1659749911554618,0.5016143937328753,0.5702648507491935,0.4618878327039706,1.2071228975539365,0.5107652976557707,0.8825052745104903,0,1.2071228975539365,0.5225633950398094,3,14,0,0,0,2,2,0,19,28,42,46,0.6556350371267028,0,3,5,8,0.5093386439890388,0.5605598379921057,6,9,16
189,BD4 9AG,418711,430774,E02002234,53.772973,-1.717582,0.9571618880837135,0.318750686273771,0.6056566684186676,0.318750686273771,1.1013268793959143,0.3271788113922778,0.7833311880820972,2,1.1013268793959143,0.3373413678629836,3,13,0,0,1,2,2,6,22,28,40,44,0.647079306096405,0,4,6,8,0.4198031292856173,0.5158331722528422,5,9,16
190,BD4 9AH,418842,430778,E02002234,53.773004,-1.715595,1.0881319221491375,0.34420473558624204,0.49580338845151106,0.4366062299143245,1.1218758346489133,0.37425650274636496,0.7754863326060517,0,1.1218758346489133,0.3995055076664614,3,13,0,0,0,2,2,2,25,27,39,44,0.5551108026839072,0,3,5,8,0.47775414416773515,0.5402417556783625,7,9,16
191,BD4 9AJ,418800,430824,E02002234,53.773419,-1.716229,1.0503591195395878,0.38562792948643093,0.5568060703692086,0.4207196216008947,1.134133786292609,0.4078333071103745,0.8043252785603049,0,1.134133786292609,0.4167285130380058,3,14,0,0,0,2,2,1,23,28,40,46,0.616543480364033,0,4,5,8,0.47852130834973045,0.5310503046823836,5,9,16
192,BD4 9AL,418809,430856,E02002234,53.773721,-1.716094,1.0633195568595448,0.418042222747884,0.5695085600761414,0.4457555383839891,1.1494821639096124,0.4374344636579767,0.8235220029505765,0,1.1494821639096124,0.44320207786342897,3,14,0,0,0,2,2,0,22,28,40,46,0.634457491045314,0,4,5,8,0.4858074351384268,0.5341618092429002,5,8,16
193,BD4 9AN,418929,430778,E02002234,53.773001,-1.714275,1.098458010121461,0.3689451178698518,0.42769147758635545,0.5174881641158569,1.1367086387502683,0.383010734084531,0.7746582911634358,0,1.1367086387502683,0.4147685689886146,3,13,0,0,0,2,2,3,26,27,39,46,0.5010509208984377,0,3,5,8,0.5222606336482896,0.5662614271164721,8,9,16
194,BD4 9AP,418893,430864,E02002234,53.773775,-1.714816,1.1476175669620856,0.43902084232983196,0.5135172830587107,0.5210777293264413,1.167844556814602,0.46098477285061507,0.8284713685404681,0,1.167844556814602,0.47928040208129064,3,14,0,0,0,2,2,0,23,27,39,46,0.5911702064820307,0,3,5,8,0.5308452513299624,0.5546444932531771,7,9,16
195,BD4 9AQ,418795,430723,E02002234,53.772511,-1.716311,1.0389263111501104,0.2845088750812422,0.5076071315495873,0.37283910739084225,1.0941363235583883,0.32139378243880307,0.7486450127149753,2,1.0941363235583883,0.3416752158824393,3,13,0,0,0,2,2,6,27,28,37,44,0.551237471748132,0,4,5,8,0.42488924041364207,0.5312478674956097,7,9,16
196,BD4 9AR,419037,430848,E02002234,53.773626,-1.712632,1.0915502736933373,0.3861942516402853,0.41332311815334016,0.5118540514638652,1.1900549828763216,0.4508393126231941,0.8302589275063958,0,1.1900549828763216,0.48160071558190237,3,13,0,0,0,2,2,1,24,27,39,46,0.5118588219222049,0,3,5,8,0.5775132705959474,0.6073512780623699,8,9,15
197,BD4 9AS,419154,430805,E02002234,53.773235,-1.710859,0.9950678368834961,0.3037103883636515,0.3265241185578793,0.5443812083457443,1.1981565129960434,0.4415933447483047,0.8252670327135944,0,1.1981565129960434,0.47883576479819945,3,13,0,0,1,2,2,1,21,25,36,45,0.441120433953664,1,3,5,6,0.570760279434422,0.6070981034643891,8,9,14
198,BD4 9AT,419062,430730,E02002234,53.772565,-1.71226,0.979641260870529,0.2728387802347753,0.30144485399488913,0.45929260825750107,1.1428236702444161,0.35601923299179444,0.7543490916740718,0,1.1428236702444161,0.38713862070021837,3,12,0,0,1,2,2,3,23,26,36,43,0.39474149586013757,2,3,5,6,0.5579083928328047,0.5866575674502063,9,9,15
199,BD4 9AU,419133,430717,E02002234,53.772445,-1.711183,0.9295122376816779,0.22624102192131293,0.2522320360303187,0.45399526429245635,1.153175010214392,0.36087935346719147,0.7586562589775742,0,1.153175010214392,0.39748960038899256,3,12,0,0,1,2,2,1,21,25,35,43,0.3596135647991264,2,3,5,7,0.536621353185441,0.5894814643587811,8,9,14
200,BD4 9AX,419166,430659,E02002234,53.771923,-1.710686,0.8628441342444184,0.16011246047700348,0.18560711193270588,0.40543914463206343,1.1367271216907922,0.323754330647434,0.7281678666927462,0,1.1367271216907922,0.36009365656236425,3,11,0,0,1,2,2,1,21,24,34,43,0.2967713359330193,2,3,5,6,0.4788276726234922,0.5639933594530943,8,9,15
201,BD4 9AY,419027,430649,E02002234,53.771838,-1.712796,0.9365900917690727,0.2400520776831561,0.27027578507887084,0.378722193698736,1.1043519379940334,0.287158537101755,0.7020320048018331,1,1.1043519379940334,0.31357158346631,3,12,0,0,1,2,2,5,23,27,35,43,0.3429226625806071,2,3,5,7,0.48813758504654264,0.5284117613230604,7,9,15
202,BD4 9AZ,419027,430649,E02002234,53.771853,-1.712799,0.9365900917690727,0.2400520776831561,0.27027578507887084,0.378722193698736,1.1043519379940334,0.287158537101755,0.7020320048018331,1,1.1043519379940334,0.31357158346631,3,12,0,0,1,2,2,5,23,27,35,43,0.3429226625806071,2,3,5,7,0.48813758504654264,0.5284117613230604,7,9,15
203,BD4 9BA,418955,430713,E02002234,53.772416,-1.713884,1.031938467157805,0.3231830750518993,0.3662034953410467,0.4519204576028636,1.1153772498749752,0.32928645494946734,0.7364159380731106,0,1.1153772498749752,0.3591136398732455,3,12,0,0,0,2,2,4,24,27,36,44,0.43465639236131137,1,3,5,8,0.5029108805630761,0.5541123769660563,7,9,16
204,BD4 9BB,418957,430619,E02002234,53.771571,-1.71386,0.9610728380305001,0.24500795905442077,0.31658963975468307,0.35997569362386944,1.082539218012059,0.25082164504648824,0.6866269629378213,1,1.082539218012059,0.2813941827232508,3,11,0,0,1,2,2,6,22,27,34,42,0.36580394686427514,2,3,5,6,0.4644512487016037,0.497693634507958,7,9,16
205,BD4 9BD,419027,430544,E02002234,53.770894,-1.712802,0.8585021840391555,0.19811612756158947,0.22606193841511665,0.2739607636140398,1.0698438799902132,0.219673090456651,0.6499910475369871,1,1.0698438799902132,0.24085294366773038,3,11,0,0,1,2,2,8,21,25,33,42,0.26894558760985193,3,3,5,7,0.3900685706248734,0.4690968863002513,6,9,15
206,BD4 9BE,419084,430563,E02002234,53.771063,-1.711936,0.8340983155479934,0.14818906842274163,0.177792013318934,0.2942252538447126,1.0848311731053408,0.23999599686596518,0.6587184597561098,1,1.0848311731053408,0.26568081575961056,3,11,0,0,1,2,2,9,21,25,33,42,0.2450489347699216,3,3,5,6,0.39286147333815735,0.4878928648859036,7,9,15
207,BD4 9BG,419012,430602,E02002234,53.771416,-1.713026,0.9110021953870364,0.22967150454507848,0.25947061490658246,0.33312775327190236,1.0855837668727237,0.25239290612992,0.6769351213087609,1,1.0855837668727237,0.2754810702496453,3,11,0,0,1,2,2,7,21,27,34,42,0.3170316408727446,3,3,5,7,0.4486463096997732,0.497579927759479,7,9,15
208,BD4 9BJ,419199,430695,E02002234,53.772245,-1.710183,0.8769749141224052,0.18741664813991313,0.2085976989326584,0.4499454411370081,1.1599115833558473,0.36382244788651275,0.7625795661460254,0,1.1599115833558473,0.40126657384511977,3,12,0,0,1,2,2,1,20,24,34,43,0.32788373526568443,2,3,5,6,0.5152182167914173,0.5788697187491139,8,9,15
209,BD4 9BL,419246,430715,E02002234,53.772423,-1.709469,0.8730383725816409,0.20739334608419818,0.2230022421411946,0.48595483329212263,1.1814304695991025,0.39370891645267814,0.7947843076953118,0,1.1814304695991025,0.4335967453783445,3,12,0,0,1,2,2,1,18,24,34,45,0.3486121765044405,2,3,5,6,0.5396942383076071,0.5833045958313274,6,9,15
210,BD4 9BN,419227,430881,E02002234,53.773916,-1.709747,1.032233016329162,0.3720336006330611,0.38951379949881104,0.48914923080792383,1.2566565610989193,0.483661841538161,0.9051503874193516,0,1.2566565610989193,0.5361199484802915,3,13,0,0,0,2,2,1,17,24,39,45,0.5128149268431127,1,3,5,5,0.5452512676386907,0.6188024369859646,6,9,14
211,BD4 9BS,419178,430938,E02002234,53.77443,-1.710487,1.103985960055652,0.4312505072460785,0.45130588296630925,0.4231670710251259,1.2722305588863532,0.45985277196261304,0.9300097798322455,0,1.2722305588863532,0.5296445678394466,3,14,0,0,0,2,2,0,16,25,39,46,0.5705229253476337,0,3,5,6,0.5320729407693787,0.6095531504467117,5,9,15
212,BD4 9BT,419139,431090,E02002234,53.775797,-1.711069,1.2590035742602164,0.31065253902068785,0.6076742548438268,0.2670725931277659,1.346958768418878,0.4078483441261564,1.0347348119178834,1,1.346958768418878,0.5209129276856238,2,14,0,0,0,2,2,2,7,22,41,46,0.7248456466836808,0,3,4,8,0.4195499894639435,0.5865987070653276,3,9,15
213,BD4 9BU,419205,431026,E02002234,53.77522,-1.710072,1.1750106382497139,0.38565917595721744,0.5356491388959754,0.34349580783466527,1.3292785459266832,0.43470728248211415,1.005954879653656,1,1.3292785459266832,0.5496541946041261,3,14,0,0,0,2,2,1,10,23,40,46,0.6573573973559947,0,3,4,8,0.46808163323353336,0.6065049926014607,4,9,15
214,BD4 9BX,419142,430903,E02002234,53.774117,-1.711035,1.0876267742199068,0.4020397990249224,0.42420042432793487,0.45348381448512654,1.243623375606826,0.4705864140069635,0.8929625296027364,0,1.243623375606826,0.516361092928823,3,14,0,0,0,2,2,0,21,25,39,46,0.539313750044361,0,3,5,6,0.5477182613726747,0.6113720745654294,8,9,15
215,BD4 9BY,419068,430873,E02002234,53.77385,-1.71216,1.0965856099730653,0.39523663797780695,0.42095367916197146,0.4836428124142607,1.2094360723650892,0.47844406324059896,0.8533777105896408,0,1.2094360723650892,0.49930736294250033,3,14,0,0,0,2,2,1,21,26,39,46,0.5255568035295347,0,3,5,8,0.5704532050061646,0.607900893250955,8,9,15
216,BD4 9DA,419043,430940,E02002234,53.774453,-1.712535,1.1670518411793025,0.4634403953045095,0.49226009385283304,0.4199440081724916,1.237405970751754,0.46930513028979215,0.8973664061353188,0,1.237405970751754,0.5088471123371839,3,14,0,0,0,2,2,0,18,27,39,46,0.5964399151938486,0,3,5,8,0.5337573136200906,0.5918863554330326,6,10,15
217,BD4 9DB,418966,430963,E02002234,53.774662,-1.713702,1.2266849636316572,0.4582324737510427,0.5484541913414465,0.41654623993018497,1.2316576279993865,0.48359468570720515,0.9027281989267414,0,1.2316576279993865,0.5153043416606283,3,14,0,0,0,2,2,0,15,28,41,46,0.6439638291449236,0,3,5,8,0.5220751823465144,0.574827817090148,6,9,16
218,BD4 9DD,419021,431070,E02002234,53.775622,-1.712861,1.2914743512745424,0.34005440741151993,0.6206126005810709,0.2976732604719187,1.3036948642464967,0.4211291131927898,0.9915886038947176,1,1.3036948642464967,0.5067188491157296,2,14,0,0,0,2,2,2,11,26,41,46,0.7268434486885662,0,3,5,8,0.44136569657626323,0.5659346364512698,6,9,15
219,BD4 9DE,419000,430900,E02002234,53.774095,-1.71319,1.1552995282609613,0.44962762370655124,0.4769412961780517,0.4674179821102028,1.2070075081838878,0.48976473887597993,0.8616185658287011,0,1.2070075081838878,0.5026426923664286,3,14,0,0,0,2,2,0,19,28,40,46,0.5732596786042287,0,3,5,8,0.5612117161837241,0.5923715382977646,8,10,16
220,BD4 9DG,419000,431000,E02002234,53.774994,-1.713184,1.2405309347210975,0.41309805131469696,0.5648654707096195,0.37075540454587913,1.2592108249616465,0.4595245865522656,0.9347017548158713,1,1.2592108249616465,0.5184830500524884,3,14,0,0,0,2,2,0,14,28,40,46,0.6663463294278599,0,3,5,8,0.49444311903546956,0.573930361118653,6,9,15
221,BD4 9DH,419062,430989,E02002234,53.774892,-1.712244,1.2007064587150351,0.41246211947280687,0.5303150007306978,0.36880668377888826,1.2683259982635517,0.4484665373886813,0.9376517930295499,1,1.2683259982635517,0.5173107781706341,3,14,0,0,0,2,2,0,15,27,40,46,0.6384739458516637,0,3,5,8,0.4942450943424261,0.5862596169555265,6,9,15
222,BD4 9DJ,419106,430927,E02002234,53.774334,-1.71158,1.1253461689631328,0.43379718763495917,0.4572810951701371,0.428100420462279,1.246494713270824,0.46426916237151705,0.9012213005360332,0,1.246494713270824,0.5128645105237817,3,14,0,0,0,2,2,0,20,27,39,46,0.5687515413839593,0,3,5,8,0.5394980037694752,0.6031845788809574,7,9,15
223,BD4 9DL,419141,430993,E02002234,53.774925,-1.711045,1.169325018974622,0.40742115801710643,0.5120908122589195,0.36373035342130133,1.29169530222043,0.44028791026828934,0.9602591188829278,1,1.29169530222043,0.5282981085452843,3,14,0,0,0,2,2,0,11,26,40,46,0.628426056499184,0,3,5,8,0.48828449642853194,0.5986533125269367,4,9,15
224,BD4 9DN,419124,431056,E02002234,53.775492,-1.711299,1.2337475430573306,0.3434210244000795,0.5772564421468157,0.2996056908671577,1.322709708556523,0.4192486245754367,1.003998417505449,1,1.322709708556523,0.5226563110938391,2,14,0,0,0,2,2,2,8,24,41,46,0.6928506497595105,0,3,5,8,0.4425573583691559,0.5870227069771949,4,9,15
225,BD4 9DP,419073,431074,E02002234,53.775656,-1.712072,1.2715478756224636,0.3267736219464478,0.6074537019394975,0.28310098904805214,1.3192938863130985,0.41747042673876195,1.005305650158455,1,1.3192938863130985,0.5104323963580776,2,14,0,0,0,2,2,2,10,26,41,46,0.7187914647349491,0,3,5,8,0.4323420835261181,0.5775791711101818,4,9,15
